,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,val1,val2,val3,val4
926,nm0000928,Sandra Bernhard,1955,\N,"actress,soundtrack,writer","tt0102070,tt0100946,tt0085794,tt0138967",tt0102070,tt0100946,tt0085794,tt0138967
927,nm0000929,Corbin Bernsen,1954,\N,"actor,producer,director","tt0491738,tt0116075,tt0097815,tt0373469",tt0491738,tt0116075,tt0097815,tt0373469
928,nm0000930,Elmer Bernstein,1922,2004,"music_department,composer,soundtrack","tt0297884,tt0054047,tt0056592,tt0120891",tt0297884,tt0054047,tt0056592,tt0120891
929,nm0000931,Elizabeth Berridge,1962,\N,actress,"tt0086879,tt0317648,tt0082427,tt0106039",tt0086879,tt0317648,tt0082427,tt0106039
930,nm0000932,Halle Berry,1966,\N,"actress,producer,executive","tt0246460,tt0348836,tt0285742,tt0327554",tt0246460,tt0348836,tt0285742,tt0327554
931,nm0000933,Valerie Bertinelli,1960,\N,"actress,producer,soundtrack","tt0093658,tt0072554,tt0078924,tt0095816",tt0093658,tt0072554,tt0078924,tt0095816
932,nm0000934,Bernardo Bertolucci,1941,2018,"writer,director,producer","tt0065571,tt0117737,tt0093389,tt0070849",tt0065571,tt0117737,tt0093389,tt0070849
933,nm0000935,Bibi Besch,1942,1996,actress,"tt0104118,tt0084726,tt0098384,tt0100814",tt0104118,tt0084726,tt0098384,tt0100814
934,nm0000936,Martine Beswick,1941,\N,"actress,soundtrack","tt0057076,tt0061429,tt0059800,tt0068502",tt0057076,tt0061429,tt0059800,tt0068502
935,nm0000937,Richard Beymer,1939,\N,"actor,cinematographer,editor","tt0055614,tt0056197,tt0226836,tt0098936",tt0055614,tt0056197,tt0226836,tt0098936
936,nm0000938,Daniela Bianchi,1942,\N,actress,"tt0062397,tt0057076,tt0060704,tt0062078",tt0062397,tt0057076,tt0060704,tt0062078
937,nm0000939,Adrian Biddle,1952,2005,"cinematographer,camera_department","tt0434409,tt0090605,tt0103074,tt0103594",tt0434409,tt0090605,tt0103074,tt0103594
938,nm0000940,Bigas Luna,1946,2013,"writer,director,producer","tt0129923,tt0090644,tt0104545,tt0078934",tt0129923,tt0090644,tt0104545,tt0078934
939,nm0000941,Kathryn Bigelow,1951,\N,"director,producer,actress","tt1790885,tt0887912,tt0093605,tt0114558",tt1790885,tt0887912,tt0093605,tt0114558
940,nm0000942,Theodore Bikel,1924,2015,"actor,soundtrack,director","tt0051525,tt0050356,tt0058385,tt0043265",tt0051525,tt0050356,tt0058385,tt0043265
941,nm0000943,Traci Bingham,1968,\N,actress,"tt0114608,tt3572718,tt0373163,tt0096542",tt0114608,tt3572718,tt0373163,tt0096542
942,nm0000944,Antonia Bird,1951,2013,"director,producer","tt0129332,tt0263181,tt0119092,tt0110889",tt0129332,tt0263181,tt0119092,tt0110889
943,nm0000945,Jane Birkin,1946,\N,"actress,soundtrack,director","tt0060176,tt0083908,tt0901473,tt0077413",tt0060176,tt0083908,tt0901473,tt0077413
944,nm0000946,Whit Bissell,1909,1996,"actor,soundtrack","tt0054047,tt0070723,tt0046876,tt0054387",tt0054047,tt0070723,tt0046876,tt0054387
945,nm0000947,Karen Black,1939,2013,"actress,soundtrack,writer","tt0251736,tt0065724,tt0073440,tt0071577",tt0251736,tt0065724,tt0073440,tt0071577
946,nm0000948,Shane Black,1961,\N,"writer,actor,director","tt0373469,tt1300854,tt0093773,tt3799694",tt0373469,tt1300854,tt0093773,tt3799694
947,nm0000949,Cate Blanchett,1969,\N,"actress,producer,writer","tt0120737,tt2402927,tt0167260,tt2334873",tt0120737,tt2402927,tt0167260,tt2334873
948,nm0000950,Brenda Blethyn,1946,\N,"actress,soundtrack,writer","tt0147004,tt0414387,tt0117589,tt0195234",tt0147004,tt0414387,tt0117589,tt0195234
949,nm0000951,Joan Blondell,1906,1979,"actress,soundtrack","tt0077631,tt0059037,tt0050307,tt0021673",tt0077631,tt0059037,tt0050307,tt0021673
950,nm0000952,Hart Bochner,1956,\N,"actor,director,writer","tt0095016,tt0106364,tt0088206,tt0078902",tt0095016,tt0106364,tt0088206,tt0078902
951,nm0000953,Peter Bogdanovich,1939,\N,"actor,director,writer","tt0067328,tt0070510,tt0079843,tt0063671",tt0067328,tt0070510,tt0079843,tt0063671
952,nm0000954,Jon Bon Jovi,1962,\N,"soundtrack,actor,composer","tt0141926,tt0120591,tt0384286,tt0100994",tt0141926,tt0120591,tt0384286,tt0100994
953,nm0000955,Ward Bond,1903,1960,"actor,soundtrack","tt0038650,tt0033870,tt0049730,tt0045061",tt0038650,tt0033870,tt0049730,tt0045061
954,nm0000956,Lisa Bonet,1967,\N,"actress,director,soundtrack","tt0120660,tt0092563,tt0146882,tt0086687",tt0120660,tt0092563,tt0146882,tt0086687
955,nm0000957,Jan de Bont,1943,\N,"cinematographer,producer,camera_department","tt0171363,tt0181689,tt0111257,tt0117998",tt0171363,tt0181689,tt0111257,tt0117998
956,nm0000958,John Boorman,1933,\N,"producer,director,writer","tt0082348,tt0093209,tt0068473,tt0120706",tt0082348,tt0093209,tt0068473,tt0120706
957,nm0000959,Powers Boothe,1948,2017,"actor,soundtrack","tt0848228,tt0114576,tt0401792,tt0108358",tt0848228,tt0114576,tt0401792,tt0108358
958,nm0000960,Barry Bostwick,1945,\N,"actor,soundtrack,producer","tt0084316,tt0117723,tt0073629,tt1811315",tt0084316,tt0117723,tt0073629,tt1811315
959,nm0000961,Timothy Bottoms,1951,\N,"actor,producer","tt0070509,tt0067328,tt0067277,tt0363589",tt0070509,tt0067328,tt0067277,tt0363589
960,nm0000962,Carole Bouquet,1957,\N,"actress,director","tt0398664,tt0075824,tt0082398,tt0281364",tt0398664,tt0075824,tt0082398,tt0281364
961,nm0000963,Stephen Boyd,1931,1977,"actor,soundtrack","tt0052618,tt0060397,tt0060801,tt0058085",tt0052618,tt0060397,tt0060801,tt0058085
962,nm0000964,Charles Boyer,1899,1978,"actor,producer,soundtrack","tt0029855,tt0028739,tt0061452,tt0036855",tt0029855,tt0028739,tt0061452,tt0036855
963,nm0000965,Danny Boyle,1956,\N,"director,producer,writer","tt1010048,tt1542344,tt0111149,tt0289043",tt1010048,tt1542344,tt0111149,tt0289043
964,nm0000966,Lorraine Bracco,1954,\N,"actress,producer,director","tt0099685,tt0104839,tt0112461,tt0141842",tt0099685,tt0104839,tt0112461,tt0141842
965,nm0000967,Eric Braeden,1941,\N,"actor,producer","tt0067065,tt0069658,tt0120338,tt0064177",tt0067065,tt0069658,tt0120338,tt0064177
966,nm0000968,Sônia Braga,1950,\N,"actress,producer,soundtrack","tt0077452,tt0095654,tt0089424",tt0077452,tt0095654,tt0089424,
967,nm0000969,Lillo Brancato,1976,\N,"actor,producer","tt0112740,tt0110971,tt0106489,tt0120660",tt0112740,tt0110971,tt0106489,tt0120660
968,nm0000970,Jonathan Brandis,1976,2003,"actor,miscellaneous,director","tt0099864,tt0106126,tt0100240,tt0104670",tt0099864,tt0106126,tt0100240,tt0104670
969,nm0000971,Nicoletta Braschi,1960,\N,"actress,producer","tt0118799,tt6752992,tt0090967,tt0102164",tt0118799,tt6752992,tt0090967,tt0102164
970,nm0000972,Tinto Brass,1933,\N,"actor,director,writer","tt0080491,tt0169806,tt0065161,tt0057942",tt0080491,tt0169806,tt0065161,tt0057942
971,nm0000973,Benjamin Bratt,1963,\N,"actor,producer,soundtrack","tt0181865,tt2380307,tt0212346,tt0098844",tt0181865,tt2380307,tt0212346,tt0098844
972,nm0000974,Walter Brennan,1894,1974,"actor,soundtrack","tt0053221,tt0033253,tt0040724,tt0037382",tt0053221,tt0033253,tt0040724,tt0037382
973,nm0000975,Robert Bresson,1901,1999,"writer,director,editor","tt0042619,tt0049902,tt0061996,tt0060138",tt0042619,tt0049902,tt0061996,tt0060138
974,nm0000976,Martin Brest,1951,\N,"director,actor,producer","tt0105323,tt0095631,tt0119643,tt0086960",tt0105323,tt0095631,tt0119643,tt0086960
975,nm0000977,Beau Bridges,1941,\N,"actor,director,producer","tt0413895,tt0097322,tt1033575,tt0467197",tt0413895,tt0097322,tt1033575,tt0467197
976,nm0000978,Lloyd Bridges,1913,1998,"actor,soundtrack,director","tt0102059,tt0080339,tt0107144,tt0083530",tt0102059,tt0080339,tt0107144,tt0083530
977,nm0000979,Wilford Brimley,1934,2020,"actor,stunts","tt0088933,tt0087781,tt0107076,tt0084787",tt0088933,tt0087781,tt0107076,tt0084787
978,nm0000980,Jim Broadbent,1949,\N,"actor,writer,soundtrack","tt0151568,tt0203009,tt1431181,tt1007029",tt0151568,tt0203009,tt1431181,tt1007029
979,nm0000981,James Brolin,1940,\N,"actor,producer,director","tt0181865,tt0078767,tt0077294,tt0070909",tt0181865,tt0078767,tt0077294,tt0070909
980,nm0000982,Josh Brolin,1968,\N,"actor,producer,writer","tt0477348,tt1791528,tt4154796,tt4154756",tt0477348,tt1791528,tt4154796,tt4154756
981,nm0000983,Albert Brooks,1947,\N,"actor,writer,director","tt0101698,tt0092699,tt0780504,tt0089504",tt0101698,tt0092699,tt0780504,tt0089504
982,nm0000984,Avery Brooks,1948,\N,"actor,director,music_department","tt0106145,tt0120609,tt0120586,tt0179626",tt0106145,tt0120609,tt0120586,tt0179626
983,nm0000985,James L. Brooks,1940,\N,"writer,producer,miscellaneous","tt0371246,tt0092699,tt0086425,tt0119822",tt0371246,tt0092699,tt0086425,tt0119822
984,nm0000986,Bryan Brown,1947,\N,"actor,producer,writer","tt0080310,tt0094889,tt0145547,tt0455824",tt0080310,tt0094889,tt0145547,tt0455824
985,nm0000987,Jim Brown,1936,\N,"actor,producer,director","tt0146838,tt0093894,tt0061578,tt0116996",tt0146838,tt0093894,tt0061578,tt0116996
986,nm0000988,Jerry Bruckheimer,1943,\N,"producer,music_department,actor","tt0449088,tt0383574,tt0210945,tt0120591",tt0449088,tt0383574,tt0210945,tt0120591
987,nm0000989,Yul Brynner,1920,1985,"actor,director,producer","tt0049408,tt0070909,tt0054047,tt0049833",tt0049408,tt0070909,tt0054047,tt0049833
988,nm0000990,Betty Buckley,1947,\N,"actress,soundtrack,composer","tt0949731,tt0095174,tt4972582,tt0074285",tt0949731,tt0095174,tt4972582,tt0074285
989,nm0000991,Geneviève Bujold,1942,\N,"actress,soundtrack,writer","tt0077355,tt0079592,tt0094964,tt0064030",tt0077355,tt0079592,tt0094964,tt0064030
990,nm0000992,Billie Burke,1884,1970,"actress,soundtrack","tt0023948,tt0030442,tt0032138,tt0034303",tt0023948,tt0030442,tt0032138,tt0034303
991,nm0000993,Carol Burnett,1933,\N,"soundtrack,actress,producer","tt0083564,tt0061240,tt0451079,tt0105017",tt0083564,tt0061240,tt0451079,tt0105017
992,nm0000994,Raymond Burr,1917,1993,"actor,production_manager,director","tt0047396,tt0061266,tt0087344,tt0197521",tt0047396,tt0061266,tt0087344,tt0197521
993,nm0000995,Ellen Burstyn,1932,\N,"actress,producer,soundtrack","tt0070047,tt0067328,tt0180093,tt0071115",tt0070047,tt0067328,tt0180093,tt0071115
994,nm0000996,LeVar Burton,1957,\N,"actor,director,producer","tt0111280,tt0253754,tt0117731,tt0075572",tt0111280,tt0253754,tt0117731,tt0075572
995,nm0000997,Gary Busey,1944,\N,"actor,soundtrack,producer","tt0105690,tt0077280,tt0093409,tt0102685",tt0105690,tt0077280,tt0093409,tt0102685
996,nm0000998,Jake Busey,1971,\N,"actor,producer,music_department","tt0118884,tt0120201,tt0309698,tt0116365",tt0118884,tt0120201,tt0309698,tt0116365
997,nm0000999,Red Buttons,1919,2006,"actor,soundtrack,miscellaneous","tt0069113,tt0050933,tt0056197,tt0076538",tt0069113,tt0050933,tt0056197,tt0076538
998,nm0001000,Tom Byron,1961,\N,"actor,director,producer","tt0178845,tt0097039,tt2059288,tt0151056",tt0178845,tt0097039,tt2059288,tt0151056
999,nm0001001,James Caan,1940,\N,"actor,soundtrack,director","tt0083190,tt0068646,tt0100157,tt0073631",tt0083190,tt0068646,tt0100157,tt0073631
1000,nm0001002,Dean Cain,1966,\N,"actor,producer,writer","tt0313443,tt2528814,tt0250687,tt0106057",tt0313443,tt2528814,tt0250687,tt0106057
1001,nm0001003,Simon Callow,1949,\N,"actor,soundtrack,writer","tt0091867,tt0109831,tt0138097,tt0293508",tt0091867,tt0109831,tt0138097,tt0293508
1002,nm0001004,Billy Campbell,1959,\N,"actor,camera_department,producer","tt0389564,tt0102803,tt0278435,tt0103874",tt0389564,tt0102803,tt0278435,tt0103874
1003,nm0001005,Jane Campion,1954,\N,"writer,director,producer","tt2103085,tt0810784,tt0107822,tt0098725",tt2103085,tt0810784,tt0107822,tt0098725
1004,nm0001006,John Candy,1950,1994,"actor,writer,music_department","tt0094012,tt0098554,tt0088161,tt0093748",tt0094012,tt0098554,tt0088161,tt0093748
1005,nm0001007,Dyan Cannon,1937,\N,"actress,director,writer","tt0077663,tt0083806,tt0070291,tt0064100",tt0077663,tt0083806,tt0070291,tt0064100
1006,nm0001008,Frank Capra,1897,1991,"director,writer,producer","tt0027996,tt0031679,tt0025316,tt0038650",tt0027996,tt0031679,tt0025316,tt0038650
1007,nm0001009,Kate Capshaw,1953,\N,"actress,soundtrack,producer","tt0087469,tt0096933,tt0113501,tt0087175",tt0087469,tt0096933,tt0113501,tt0087175
1008,nm0001010,Capucine,1928,1990,actress,"tt0057413,tt0064940,tt0054324,tt0085384",tt0057413,tt0064940,tt0054324,tt0085384
1009,nm0001011,Irene Cara,1959,\N,"actress,soundtrack,music_department","tt0084688,tt0080716,tt0075249,tt0085549",tt0084688,tt0080716,tt0075249,tt0085549
1010,nm0001012,Claudia Cardinale,1938,\N,"actress,soundtrack","tt0057413,tt0064116,tt0056801,tt0083946",tt0057413,tt0064116,tt0056801,tt0083946
1011,nm0001013,Harry Carey Jr.,1921,2012,"actor,writer,producer","tt0087363,tt0049730,tt0108358,tt0099088",tt0087363,tt0049730,tt0108358,tt0099088
1012,nm0001014,Mariah Carey,1970,\N,"soundtrack,actress,composer","tt0120596,tt0929632,tt0118589,tt4116284",tt0120596,tt0929632,tt0118589,tt4116284
1013,nm0001015,Robert Carlyle,1961,\N,"actor,director,soundtrack","tt0129332,tt0143145,tt0117951,tt0119164",tt0129332,tt0143145,tt0117951,tt0119164
1014,nm0001016,David Carradine,1936,2009,"actor,producer,soundtrack","tt0490086,tt0072856,tt0074235,tt0378194",tt0490086,tt0072856,tt0074235,tt0378194
1015,nm0001017,John Carradine,1906,1988,"actor,soundtrack","tt0031971,tt0049833,tt0032551,tt0084649",tt0031971,tt0049833,tt0032551,tt0084649
1016,nm0001018,Keith Carradine,1949,\N,"actor,soundtrack,music_department","tt2202593,tt0409847,tt0348914,tt0073440",tt2202593,tt0409847,tt0348914,tt0073440
1017,nm0001019,Robert Carradine,1954,\N,"actor,producer,soundtrack","tt0088000,tt0093857,tt0116225,tt0306841",tt0088000,tt0093857,tt0116225,tt0306841
1018,nm0001020,Katrin Cartlidge,1961,2002,actress,"tt0118818,tt0107653,tt0283509,tt0115751",tt0118818,tt0107653,tt0283509,tt0115751
1019,nm0001021,Veronica Cartwright,1949,\N,"actress,soundtrack","tt0078748,tt0257106,tt0094332,tt0056869",tt0078748,tt0257106,tt0094332,tt0056869
1020,nm0001022,Dana Carvey,1955,\N,"actor,writer,soundtrack","tt0105793,tt0072562,tt0108525,tt0295427",tt0105793,tt0072562,tt0108525,tt0295427
1021,nm0001023,John Cassavetes,1929,1989,"actor,director,writer","tt0065867,tt0061578,tt0063522,tt0087644",tt0065867,tt0061578,tt0063522,tt0087644
1022,nm0001024,Nick Cassavetes,1959,\N,"actor,director,writer","tt0138304,tt0119094,tt1078588,tt0092240",tt0138304,tt0119094,tt1078588,tt0092240
1023,nm0001025,Seymour Cassel,1935,2019,"actor,soundtrack,miscellaneous","tt0362270,tt0104503,tt0128445,tt0099422",tt0362270,tt0104503,tt0128445,tt0099422
1024,nm0001026,Joanna Cassidy,1945,\N,"actress,soundtrack,producer","tt0096438,tt0248654,tt0098051,tt0083658",tt0096438,tt0248654,tt0098051,tt0083658
1025,nm0001027,Shaun Cassidy,1958,\N,"producer,writer,actor","tt0233491,tt0460651,tt0075513,tt0111880",tt0233491,tt0460651,tt0075513,tt0111880
1026,nm0001028,Maxwell Caulfield,1959,\N,"actor,soundtrack,producer","tt0112950,tt0088496,tt0084021,tt0119987",tt0112950,tt0088496,tt0084021,tt0119987
1027,nm0001029,Jim Caviezel,1968,\N,"actor,producer","tt0120863,tt0186151,tt0335345,tt0462465",tt0120863,tt0186151,tt0335345,tt0462465
1028,nm0001030,John Cazale,1935,1978,"actor,cinematographer,editor","tt0071562,tt0072890,tt0071360,tt0068646",tt0071562,tt0072890,tt0071360,tt0068646
1029,nm0001031,Claude Chabrol,1930,2010,"director,writer,actor","tt0096336,tt0232083,tt0112769,tt0051404",tt0096336,tt0232083,tt0112769,tt0051404
1030,nm0001032,Marilyn Chambers,1952,2009,"actress,writer,soundtrack","tt0076590,tt0085167,tt0087475,tt1328912",tt0076590,tt0085167,tt0087475,tt1328912
1031,nm0001033,Lon Chaney Jr.,1906,1973,"actor,soundtrack","tt0034398,tt0035899,tt0040068,tt0044706",tt0034398,tt0035899,tt0040068,tt0044706
1032,nm0001034,Rosalind Chao,1957,\N,actress,"tt5865326,tt7645122,tt4566758,tt0107282",tt5865326,tt7645122,tt4566758,tt0107282
1033,nm0001035,Ben Chaplin,1970,\N,"actor,soundtrack","tt1235124,tt0188453,tt0120863,tt0264935",tt1235124,tt0188453,tt0120863,tt0264935
1034,nm0001036,Geraldine Chaplin,1944,\N,"actress,writer,soundtrack","tt1649419,tt0073440,tt0287467,tt0464141",tt1649419,tt0073440,tt0287467,tt0464141
1035,nm0001037,Graham Chapman,1941,1989,"writer,actor,soundtrack","tt0079470,tt0063929,tt0085959,tt0071853",tt0079470,tt0063929,tt0085959,tt0071853
1036,nm0001038,Josh Charles,1971,\N,"actor,director,soundtrack","tt0165961,tt0257076,tt0430105,tt0097165",tt0165961,tt0257076,tt0430105,tt0097165
1037,nm0001039,David Charvet,1972,\N,"actor,soundtrack","tt0103491,tt0096542,tt0112464,tt0496375",tt0103491,tt0096542,tt0112464,tt0496375
1038,nm0001040,Joan Chen,1961,\N,"actress,director,producer","tt0115005,tt0110725,tt0113492,tt0452631",tt0115005,tt0110725,tt0113492,tt0452631
1039,nm0001041,Maggie Cheung,1964,\N,"actress,soundtrack","tt0101258,tt0118694,tt0117905,tt0299977",tt0101258,tt0118694,tt0117905,tt0299977
1040,nm0001042,Lois Chiles,1947,\N,"actress,soundtrack","tt0120179,tt0079574,tt0092699,tt0077413",tt0120179,tt0079574,tt0092699,tt0077413
1041,nm0001043,Anna Chlumsky,1980,\N,actress,"tt0113188,tt0102492,tt0110613,tt1759761",tt0113188,tt0102492,tt0110613,tt1759761
1042,nm0001044,Rae Dawn Chong,1961,\N,"actress,soundtrack,director","tt0088944,tt1588334,tt0088939,tt0082484",tt0088944,tt1588334,tt0088939,tt0082484
1043,nm0001045,Tommy Chong,1938,\N,"actor,soundtrack,writer","tt0082163,tt2948356,tt0078446,tt0080520",tt0082163,tt2948356,tt0078446,tt0080520
1044,nm0001046,Julie Christie,1940,\N,"actress,soundtrack","tt0060390,tt0491747,tt0059084,tt0059113",tt0060390,tt0491747,tt0059084,tt0059113
1045,nm0001047,Michael Cimino,1939,2016,"writer,director,producer","tt0077416,tt0080855,tt0090350,tt0067756",tt0077416,tt0080855,tt0090350,tt0067756
1046,nm0001048,Andrew Dice Clay,1957,\N,"actor,producer,writer","tt1674771,tt2334873,tt0098987,tt1517451",tt1674771,tt2334873,tt0098987,tt1517451
1047,nm0001049,Jill Clayburgh,1944,2010,"actress,soundtrack","tt1478338,tt0439289,tt0078444,tt0079948",tt1478338,tt0439289,tt0078444,tt0079948
1048,nm0001050,Montgomery Clift,1920,1966,"actor,writer,soundtrack","tt0055031,tt0040724,tt0045793,tt0043924",tt0055031,tt0040724,tt0045793,tt0043924
1049,nm0001051,Bill Clinton,1946,\N,"producer,writer,music_department","tt7689964,tt7466880,tt0108515,tt12660626",tt7689964,tt7466880,tt0108515,tt12660626
1050,nm0001052,Kurt Cobain,1967,1994,"soundtrack,composer,actor","tt0203009,tt0465602,tt0832266,tt0116695",tt0203009,tt0465602,tt0832266,tt0116695
1051,nm0001053,Ethan Coen,1957,\N,"producer,writer,director","tt6412452,tt2042568,tt0116282,tt1019452",tt6412452,tt2042568,tt0116282,tt1019452
1052,nm0001054,Joel Coen,1954,\N,"producer,writer,director","tt6412452,tt1019452,tt0116282,tt0101410",tt6412452,tt1019452,tt0116282,tt0101410
1053,nm0001055,Claudette Colbert,1903,1996,"actress,soundtrack","tt0037280,tt0025316,tt0029929,tt0035169",tt0037280,tt0025316,tt0029929,tt0035169
1054,nm0001056,Dabney Coleman,1932,\N,"actor,miscellaneous,soundtrack","tt0086567,tt0080319,tt0128853,tt0082846",tt0086567,tt0080319,tt0128853,tt0082846
1055,nm0001057,Toni Collette,1972,\N,"actress,producer,soundtrack","tt7784604,tt0449059,tt0276751,tt0167404",tt7784604,tt0449059,tt0276751,tt0167404
1056,nm0001058,Joan Collins,1933,\N,"actress,producer,soundtrack","tt0075989,tt0078867,tt0081856,tt0048283",tt0075989,tt0078867,tt0081856,tt0048283
1057,nm0001059,Robbie Coltrane,1950,\N,"actor,soundtrack,writer","tt1201607,tt0241527,tt0105977,tt0295297",tt1201607,tt0241527,tt0105977,tt0295297
1058,nm0001060,Chris Columbus,1958,\N,"producer,writer,director","tt0295297,tt1454029,tt0294870,tt0241527",tt0295297,tt1454029,tt0294870,tt0241527
1059,nm0001061,Holly Marie Combs,1973,\N,"actress,producer,writer","tt0096969,tt0158552,tt0103512,tt0104139",tt0096969,tt0158552,tt0103512,tt0104139
1060,nm0001062,Jeffrey Combs,1954,\N,actor,"tt0089885,tt0116365,tt0106950,tt1999995",tt0089885,tt0116365,tt0106950,tt1999995
1061,nm0001063,Jeff Conaway,1950,2011,"actor,soundtrack,producer","tt0105493,tt0077089,tt0105946,tt0077631",tt0105493,tt0077089,tt0105946,tt0077631
1062,nm0001064,Jason Connery,1963,\N,"actor,director,producer","tt0184894,tt1937506,tt3467914",tt0184894,tt1937506,tt3467914,
1063,nm0001065,Harry Connick Jr.,1967,\N,"actor,soundtrack,music_department","tt0129167,tt0116629,tt0112722,tt0431308",tt0129167,tt0116629,tt0112722,tt0431308
1064,nm0001066,Robert Conrad,1935,2020,"actor,director,soundtrack","tt0076993,tt0080132,tt0116705,tt0073961",tt0076993,tt0080132,tt0116705,tt0073961
1065,nm0001067,Jackie Coogan,1914,1984,"actor,miscellaneous,soundtrack","tt0013450,tt0058855,tt0021483,tt0012349",tt0013450,tt0058855,tt0021483,tt0012349
